id,log_price,property_type_encoded,room_type_encoded,bed_type_encoded,city_encoded,neighbourhood_encoded,cancellation_policy_encoded,cleaning_fee_encoded,instant_bookable_encoded,host_identity_verified_encoded,accommodates_numeric,bedrooms_numeric,beds_numeric,bathrooms_numeric,number_of_reviews_numeric,review_scores_rating_numeric,localisation,reputation,couchages,amenities_score,host_experience_years
11652981,6.214608098422191,3,5,1,2,5,1,1,0,1,5,3.0,3.0,2.0,36,99.0,21,58806.0,24.0,203,4.572210814510609
584663,3.912023005428147,7,2,1,3,3,2,0,1,0,1,1.0,1.0,1.0,2,90.0,30,11455.12985522207,2.0,110,0.0
15517432,4.4188406077965965,4,2,1,5,5,3,0,0,1,2,1.0,2.0,0.0,45,91.0,27,55550.63676502728,4.0,152,2.190280629705681
19021718,4.48863636973214,4,5,1,2,1,1,1,1,1,4,2.0,3.0,1.0,14,87.0,16,28320.60476049196,14.0,170,1.5496235455167693
16490732,4.262679877041316,7,2,1,3,4,2,1,0,1,1,1.0,1.0,1.0,28,93.0,32,45766.20617879529,2.0,131,5.262149212867898
5661232,4.007333185232471,7,1,1,4,5,3,1,0,0,2,1.0,1.0,1.0,42,97.0,35,60977.28923131956,3.0,165,0.8624229979466119
2050406,4.90527477843843,3,5,1,2,5,1,1,1,1,6,3.0,3.0,2.0,42,94.0,21,57263.82481113185,27.0,200,0.6954140999315537
7220035,4.02535169073515,7,2,1,3,3,2,0,1,0,2,1.0,1.0,1.0,7,91.0,30,21909.466606925875,3.0,81,3.9479808350444894
17572429,5.416100402204419,7,5,1,3,5,1,1,1,1,4,2.0,2.0,1.0,7,100.0,34,26457.51311064591,12.0,116,0.914442162902122
486915,5.1647859739235145,7,5,1,3,3,1,1,0,0,6,2.0,3.0,1.0,11,89.0,30,26270.98496440512,18.0,229,0.0
13238716,5.1647859739235145,7,5,1,3,4,3,1,1,1,3,1.0,1.0,1.0,2,100.0,32,14142.135623730952,4.0,170,5.95482546201232
14472582,5.247024072160486,7,5,1,3,3,3,0,0,1,3,1.0,1.0,1.0,1,80.0,30,6400.0,4.0,64,3.058179329226557
10032842,3.713572066704309,7,2,1,3,3,2,0,0,1,1,1.0,1.0,1.0,6,84.0,30,17283.599625078103,2.0,53,4.095824777549623
15390431,5.298317366548036,3,5,1,2,5,1,1,0,0,2,1.0,1.0,1.0,96,99.0,21,96029.7958760717,3.0,144,2.5817932922655715
9899167,3.688879454113936,7,2,1,3,3,1,0,0,1,1,1.0,1.0,1.0,1,100.0,30,10000.0,2.0,72,1.0403832991101984
11201204,3.688879454113936,7,2,1,3,2,3,0,0,0,1,1.0,1.0,1.0,1,100.0,28,10000.0,2.0,81,0.0
19737908,5.010635294096256,7,5,1,3,3,1,1,0,1,2,1.0,1.0,1.0,1,100.0,30,10000.0,3.0,77,2.31895961670089
10550470,6.192362489474872,3,5,1,2,4,1,1,0,1,4,2.0,2.0,1.0,25,92.0,19,42320.0,12.0,193,1.735797399041752
8499719,5.220355825078324,7,5,1,3,4,2,1,0,0,4,1.0,2.0,1.0,18,90.0,32,34365.389565666206,6.0,123,2.138261464750171
4052091,4.867534450455582,7,5,1,3,2,2,1,0,0,6,2.0,3.0,1.0,6,87.0,28,18540.187863125877,18.0,72,2.3326488706365502
7109178,4.859812404361672,3,5,1,2,5,2,1,1,1,2,0.0,1.0,1.0,45,99.0,21,65747.10674242632,0.0,157,0.9336071184120466
16165498,4.859812404361672,7,5,1,5,3,1,1,0,1,2,1.0,1.0,1.0,68,98.0,32,79196.61285686403,3.0,156,5.494866529774128
3228606,4.5217885770490405,7,2,1,3,2,1,1,1,0,2,1.0,1.0,1.0,19,98.0,28,41862.86545376464,3.0,179,2.9842573579739904
20946693,4.48863636973214,7,2,1,3,3,2,0,0,1,5,1.0,3.0,1.0,17,92.0,30,34897.96601522788,8.0,150,4.438056125941136
19246490,3.80666248977032,3,2,1,2,3,3,1,0,1,2,1.0,1.0,1.0,7,94.0,17,23377.85858456672,3.0,169,0.3422313483915126
11080468,4.605170185988092,7,2,1,3,5,1,1,0,1,2,1.0,1.0,1.0,15,85.0,34,27982.304676348587,3.0,94,4.05201916495551
7003788,4.31748811353631,7,2,1,5,3,3,0,1,0,2,1.0,1.0,1.0,5,92.0,32,18926.079361558222,3.0,88,0.0
13466168,3.688879454113936,7,2,1,3,3,1,1,1,0,2,1.0,1.0,1.0,11,95.0,30,29932.538732957484,3.0,141,1.648186173853525
7678756,4.787491742782046,3,5,1,5,1,1,1,1,1,3,0.0,2.0,1.0,315,97.0,16,166993.18403755288,0.0,143,4.971937029431896
7244923,5.298317366548036,7,5,1,3,5,1,1,0,1,2,1.0,1.0,1.0,9,90.0,34,24300.0,3.0,139,7.112936344969199
8884999,6.163314804034643,3,5,1,4,5,1,1,0,1,6,3.0,3.0,3.5,5,100.0,23,22360.679774997898,27.0,139,3.0965092402464065
15070065,5.068904202220232,7,5,1,3,3,3,0,0,1,2,1.0,1.0,1.0,3,100.0,30,17320.508075688773,3.0,84,0.188911704312115
8481134,4.74493212836325,3,5,1,2,4,2,1,0,0,2,0.0,1.0,1.0,38,99.0,19,60417.42164309893,0.0,143,0.6817248459958932
3265392,4.0943445622221,7,2,1,2,4,1,1,0,0,3,1.0,1.0,1.0,1,100.0,31,10000.0,4.0,130,0.8788501026694046
10142045,5.220355825078324,7,5,1,3,4,1,1,0,1,4,1.0,1.0,1.0,3,87.0,32,13109.89256248883,5.0,132,1.3305954825462012
13156998,4.553876891600541,7,2,1,5,3,1,1,0,1,2,1.0,1.0,1.0,58,96.0,32,70186.96494364178,3.0,152,3.4113620807665983
9062929,5.220355825078324,3,5,1,2,3,2,1,0,1,4,2.0,2.0,1.0,34,95.0,17,52624.34085097884,12.0,104,4.944558521560575
18717845,4.934473933130692,7,5,1,2,3,1,1,0,0,6,2.0,4.0,2.0,10,72.0,29,16393.24739031288,20.0,191,1.7522245037645447
7805051,5.010635294096256,7,2,1,5,5,1,1,0,1,2,1.0,1.0,1.0,19,93.0,36,37700.11696268329,3.0,62,4.145106091718001
17156975,4.941642422609304,7,5,1,2,4,2,1,0,1,2,1.0,1.0,1.0,26,94.0,31,45054.93642210584,3.0,162,2.351813826146475
20582092,4.0943445622221,7,2,1,3,3,1,1,0,0,2,1.0,1.0,1.0,1,100.0,30,10000.0,3.0,97,0.0
429504,5.135798437050261,6,5,1,5,4,1,1,0,1,4,1.0,2.0,1.0,50,100.0,31,70710.67811865476,6.0,141,0.5749486652977412
18057770,4.8283137373023015,7,5,1,5,3,3,1,1,1,3,0.0,2.0,1.0,214,97.0,32,137641.8037298262,0.0,131,3.0088980150581794
11573941,4.787491742782046,7,5,1,4,3,1,1,1,1,1,1.0,1.0,1.0,3,100.0,31,17320.508075688773,2.0,80,4.446269678302532
19176565,5.602118820879701,7,5,1,3,5,3,1,1,1,4,0.0,2.0,1.0,56,96.0,34,68966.22895301729,0.0,189,4.6652977412731005
13767610,5.220355825078324,7,5,1,3,5,3,0,0,1,3,0.0,2.0,1.0,12,98.0,34,33269.23191178299,0.0,207,1.8042436687200547
17971822,5.105945473900579,7,5,1,2,4,3,1,0,1,3,2.0,2.0,1.0,12,100.0,31,34641.016151377546,10.0,178,0.9555099247091032
833860,5.703782474656202,7,5,1,5,3,1,1,0,1,16,6.0,12.0,3.0,15,96.0,32,35693.41451864756,50.0,185,3.014373716632444
8327493,5.272999558563747,7,5,1,5,4,2,1,0,1,2,1.0,1.0,1.0,42,90.0,34,52493.99965710367,3.0,142,3.991786447638604
7095818,5.1929568508902095,7,2,1,3,5,1,1,0,0,2,1.0,1.0,1.0,33,92.0,34,48621.978240297874,3.0,142,0.4024640657084189
7200167,4.691347882229144,9,2,1,1,2,1,0,0,1,2,1.0,1.0,1.0,21,99.0,32,44913.82438626219,3.0,211,4.358658453114305
18344655,5.081404364984463,7,5,1,5,5,1,1,0,0,2,1.0,1.0,1.0,169,95.0,36,117325.0,3.0,194,2.351813826146475
16613946,4.465908118654584,7,5,1,3,4,1,1,0,1,2,1.0,1.0,1.0,29,92.0,32,45580.03492758644,3.0,100,4.528405201916495
1869467,4.0943445622221,7,1,1,2,2,3,1,1,1,1,1.0,1.0,1.0,2,90.0,27,11455.12985522207,2.0,142,1.5496235455167693
16032651,4.0943445622221,3,2,1,4,3,3,1,1,1,3,1.0,1.0,1.0,16,83.0,19,27556.0,4.0,84,4.136892539356605
15672672,4.07753744390572,7,2,1,3,3,2,1,0,1,2,1.0,1.0,1.0,81,94.0,30,79524.0,3.0,109,1.7932922655715264
14965582,5.857933154483459,7,5,1,3,4,1,1,1,1,8,2.0,5.0,1.0,200,97.0,32,133063.3540836845,26.0,199,5.059548254620124
13058154,5.416100402204419,7,5,1,3,4,1,1,0,1,4,1.0,2.0,1.0,38,88.0,32,47737.22203899175,6.0,117,4.511978097193703
13083030,5.855071922202427,3,5,1,2,5,1,1,0,1,6,3.0,5.0,2.0,2,100.0,21,14142.135623730952,33.0,198,4.383299110198494
6560210,5.6167710976665735,3,5,1,2,5,2,1,0,1,4,2.0,2.0,2.0,1,100.0,21,10000.0,12.0,176,3.780971937029432
9092331,4.605170185988092,7,2,1,3,5,2,0,0,1,2,1.0,1.0,1.0,12,95.0,34,31263.517076618235,3.0,113,1.4127310061601643
446474,4.0943445622221,7,2,1,2,5,1,0,0,0,2,1.0,1.0,1.0,11,91.0,33,27464.969888933065,3.0,188,2.6557152635181382
15839956,3.332204510175204,7,2,1,1,1,1,1,0,1,2,1.0,1.0,1.0,23,90.0,24,38846.23533883302,3.0,91,0.6078028747433265
14053085,4.8283137373023015,3,5,1,2,5,1,1,0,1,4,2.0,2.0,1.5,22,97.0,21,44132.12188417865,12.0,189,2.036960985626284
2135871,4.4998096703302615,7,2,1,3,5,3,1,0,1,2,1.0,1.0,1.0,6,92.0,34,20732.481182916817,3.0,98,1.5605749486652978
8208091,4.605170185988092,3,5,1,2,4,2,0,1,1,4,1.0,2.0,1.0,178,96.0,19,122956.7760149883,6.0,152,3.6112251882272415
18151142,4.31748811353631,7,2,1,3,4,3,1,0,1,2,1.0,1.0,1.0,2,100.0,32,14142.135623730952,3.0,144,3.9342915811088295
16442548,5.043425116919247,3,5,1,2,3,3,1,0,1,4,1.0,2.0,1.0,3,100.0,17,17320.508075688773,6.0,107,4.687200547570157
16148792,4.174387269895637,7,2,1,3,3,1,0,1,0,2,1.0,1.0,1.0,101,94.0,30,88800.70098822418,3.0,67,1.264887063655031
16326939,4.653960350157523,7,2,1,5,4,1,1,0,1,2,1.0,1.0,1.5,3,70.0,34,8487.048957087498,3.0,63,1.83709787816564
20032605,4.174387269895637,7,2,1,3,4,1,0,0,1,1,1.0,1.0,1.0,13,89.0,32,28559.571652950257,2.0,94,4.188911704312115
11802237,5.521460917862246,7,5,1,3,5,2,1,0,1,6,2.0,2.0,2.0,11,98.0,34,31852.86448657326,16.0,142,7.496235455167693
1867834,5.003946305945459,9,5,1,3,3,2,1,0,0,2,1.0,1.0,1.0,27,96.0,36,47887.74072766432,3.0,175,1.1471594798083504
16829409,4.4067192472642525,7,2,1,5,5,3,1,0,1,1,1.0,1.0,1.0,4,95.0,36,18050.0,2.0,150,1.434633812457221
8613427,3.951243718581428,7,2,-1,3,2,2,1,0,1,2,1.0,2.0,1.0,12,100.0,28,34641.016151377546,4.0,147,2.409308692676249
17173474,5.010635294096256,7,5,1,1,4,1,1,0,1,5,2.0,3.0,1.0,296,99.0,30,168622.77988456958,16.0,195,5.423682409308693
15831698,5.407171771460121,7,2,1,3,4,1,1,0,1,3,1.0,1.0,1.0,35,95.0,32,53392.62004247404,4.0,96,1.68104038329911
863321,4.605170185988092,7,5,1,3,2,1,1,1,0,3,1.0,2.0,1.0,210,94.0,28,128045.80492932988,5.0,245,7.123887748117728
17097407,4.382026634673881,7,5,1,2,4,2,1,0,1,4,1.0,2.0,1.0,81,85.0,31,65025.0,6.0,99,1.7056810403832992
14760041,3.9318256327243257,7,2,1,3,3,3,1,0,1,2,1.0,1.0,2.0,1,100.0,30,10000.0,3.0,108,1.8836413415468856
10035581,4.919980925828125,7,5,1,3,4,3,1,1,1,5,1.0,2.0,1.0,3,93.0,32,14980.50743466322,7.0,100,1.2621492128678986
6447693,3.332204510175204,3,2,1,3,2,3,0,1,0,1,1.0,1.0,2.0,1,100.0,16,10000.0,2.0,89,0.0
17508940,3.828641396489095,7,2,1,3,2,3,0,0,1,2,1.0,1.0,1.0,1,80.0,28,6400.0,3.0,72,4.016427104722792
17280114,4.219507705176107,9,2,1,5,1,2,1,1,1,2,1.0,1.0,1.0,40,97.0,34,59507.741009048565,3.0,187,5.735797399041752
3458594,4.8283137373023015,7,5,1,5,4,1,1,0,1,2,1.0,1.0,1.0,9,96.0,34,27648.0,3.0,220,3.759069130732375
6730535,5.003946305945459,7,5,1,3,3,1,1,0,1,5,2.0,2.0,1.0,25,88.0,30,38720.0,14.0,144,4.323066392881588
17420600,4.7791234931115305,3,5,1,4,3,3,0,0,0,9,4.0,7.0,3.5,2,90.0,19,11455.12985522207,50.0,197,1.0978781656399723
6685682,4.477336814478207,7,5,1,3,4,1,1,0,0,2,1.0,1.0,1.0,76,92.0,32,73787.44131625653,3.0,186,3.780971937029432
17671768,4.174387269895637,7,2,1,3,3,3,1,0,1,2,1.0,1.0,1.0,24,99.0,30,48014.89793803585,3.0,144,2.195756331279945
9415225,4.248495242049359,7,2,1,3,2,3,0,0,1,1,1.0,1.0,1.0,30,97.0,28,51535.21543566108,2.0,139,1.9712525667351128
12071038,5.521460917862246,7,5,1,3,5,2,1,0,0,3,1.0,2.0,1.5,10,98.0,34,30370.51464825712,5.0,144,6.447638603696099
19164049,5.455321115357702,7,5,1,5,4,1,1,1,1,6,2.0,3.0,2.0,123,93.0,34,95922.05024393504,18.0,181,3.685147159479808
19449006,4.394449154672439,7,2,1,3,4,1,1,1,1,1,1.0,1.0,1.0,4,90.0,32,16200.0,2.0,161,0.4134154688569473
13939008,4.8283137373023015,9,5,1,2,1,1,1,0,0,4,2.0,2.0,2.5,3,87.0,31,13109.89256248883,12.0,138,0.7255304585900069
15957904,4.382026634673881,7,5,1,3,3,1,0,0,0,2,1.0,1.0,1.0,5,96.0,30,20607.602480638063,3.0,69,2.1190965092402463
18560282,5.298317366548036,7,5,1,2,3,1,1,1,1,6,2.0,2.0,2.0,55,98.0,29,71225.17027006675,16.0,203,0.5694729637234771
289288,4.605170185988092,7,5,1,3,3,1,1,0,1,5,2.0,3.0,1.0,32,88.0,30,43806.679308069,16.0,127,1.9082819986310744
2882753,5.010635294096256,4,2,1,3,2,2,1,1,1,1,1.0,1.0,1.0,2,80.0,19,9050.966799187809,2.0,120,0.0
15182188,5.68697535633982,7,5,1,3,5,1,1,0,1,2,2.0,2.0,1.0,1,100.0,34,10000.0,8.0,126,5.6098562628336754
19213967,6.023447592961032,7,5,1,3,3,3,0,0,1,9,5.0,5.0,5.0,19,88.0,30,33755.31341877898,50.0,137,3.655030800821356
16215067,4.74493212836325,7,5,1,3,5,2,1,0,0,3,1.0,1.0,1.0,5,96.0,34,20607.602480638063,4.0,121,1.3990417522245038
20870782,5.416100402204419,7,5,1,3,5,1,1,0,1,2,0.0,1.0,1.0,9,98.0,34,28812.0,0.0,155,2.138261464750171
3331453,4.174387269895637,3,2,1,2,4,2,0,1,1,2,1.0,1.0,1.0,30,88.0,19,42415.63485320006,3.0,125,4.027378507871321
3488763,4.31748811353631,7,2,1,3,4,1,0,0,0,1,1.0,1.0,1.0,4,100.0,32,20000.0,2.0,89,3.299110198494182
2454709,4.59511985013459,7,5,1,3,2,1,0,0,1,4,2.0,3.0,1.0,1,100.0,28,10000.0,14.0,45,4.53388090349076
16332139,5.105945473900579,7,5,1,3,5,1,1,1,0,2,0.0,1.0,1.0,211,89.0,34,115059.1710860112,0.0,90,4.470910335386721
14219316,3.737669618283368,3,2,1,3,2,1,1,1,1,2,1.0,2.0,1.0,17,87.0,16,31207.786480300078,4.0,212,1.3661875427789183
11355476,4.976733742420574,7,2,1,3,5,1,1,0,0,2,1.0,1.0,1.0,24,96.0,34,45148.99493897954,3.0,147,2.546201232032854
3386658,5.220355825078324,7,5,1,3,5,1,1,0,1,3,1.0,1.0,1.0,52,95.0,34,65080.200522125,4.0,140,6.631074606433949
16381046,4.700480365792417,3,2,1,5,2,1,0,0,0,2,1.0,1.0,1.0,68,96.0,18,75997.08289138472,3.0,102,1.5797399041752225
8323183,5.58724865840025,4,5,1,3,5,1,1,1,0,5,2.0,2.0,1.0,14,96.0,25,34483.11447650864,14.0,126,0.0
15378856,4.3694478524670215,3,2,1,5,3,3,1,1,0,2,1.0,1.0,3.5,9,98.0,20,28812.0,3.0,115,0.0
13130565,4.976733742420574,7,5,1,5,2,3,0,0,0,2,1.0,1.0,1.0,82,97.0,30,85202.11876473496,3.0,66,1.932922655715264
18777830,4.553876891600541,7,5,1,3,5,3,0,0,0,2,1.0,1.0,1.0,3,100.0,34,17320.508075688773,3.0,133,0.2847364818617385
18227762,4.553876891600541,7,5,1,3,3,2,1,0,1,3,1.0,1.0,1.0,22,87.0,30,35501.75688610354,4.0,205,0.8733744010951403
21140860,4.59511985013459,7,5,1,2,3,2,1,1,1,4,1.0,4.0,1.0,35,97.0,29,55664.39467918429,8.0,232,0.6160164271047228
17680767,4.787491742782046,7,5,1,3,2,3,1,0,0,3,1.0,1.0,1.5,2,90.0,28,11455.12985522207,4.0,104,3.181382614647501
3095503,5.1647859739235145,7,5,1,3,5,1,1,0,1,4,1.0,2.0,1.0,5,92.0,34,18926.079361558222,6.0,173,0.2655715263518138
414001,4.07753744390572,7,2,1,5,2,1,0,0,1,1,1.0,1.0,0.0,80,96.0,30,82430.40992255225,2.0,148,5.28952772073922
12409508,5.416100402204419,7,5,1,1,5,1,1,0,1,4,2.0,2.0,1.0,3,87.0,32,13109.89256248883,12.0,171,7.364818617385352
16830306,4.007333185232471,7,2,1,3,2,3,0,1,0,1,1.0,1.0,2.0,23,91.0,28,39714.280844552624,2.0,111,0.2518822724161533
18486298,6.214608098422191,9,5,1,5,3,1,1,0,1,6,2.0,2.0,2.0,4,95.0,38,18050.0,16.0,251,3.110198494182068
8471007,4.718498871295094,7,2,1,5,4,1,1,1,1,2,1.0,1.0,1.0,84,95.0,34,82715.4912939529,3.0,239,5.437371663244353
5471082,3.912023005428147,3,2,1,2,1,1,1,1,1,2,1.0,2.0,1.0,12,98.0,13,33269.23191178299,4.0,70,2.6119096509240247
1698479,3.8918202981106265,7,2,1,3,2,3,1,1,1,2,1.0,1.0,1.0,2,100.0,28,14142.135623730952,3.0,102,2.143737166324436
20360770,5.416100402204419,7,5,1,5,5,1,1,0,0,2,0.0,1.0,1.0,22,97.0,36,44132.12188417865,0.0,237,3.014373716632444
13155319,5.768320995793773,7,5,1,3,5,3,1,0,0,4,2.0,2.0,2.0,3,87.0,34,13109.89256248883,12.0,124,3.337440109514032
17481615,4.852030263919617,7,5,1,2,4,3,0,1,1,4,1.0,2.0,1.0,6,92.0,31,20732.481182916817,6.0,165,0.6817248459958932
17063804,5.459585514144161,7,5,1,3,4,1,1,0,1,4,1.0,2.0,1.0,45,97.0,32,63117.49080088657,6.0,184,6.442162902121835
11042240,5.288267030694535,7,5,1,3,5,2,1,0,0,4,1.0,2.0,1.0,5,96.0,34,20607.602480638063,6.0,143,1.68104038329911
20016469,3.912023005428147,7,2,1,3,5,1,1,1,0,2,1.0,1.0,1.0,13,100.0,34,36055.51275463989,3.0,201,0.0
217498,5.1647859739235145,7,5,1,5,2,1,1,0,1,3,2.0,2.0,1.0,1,100.0,30,10000.0,10.0,78,4.826830937713894
13085857,5.521460917862246,7,5,1,3,5,1,1,0,1,2,2.0,1.0,1.0,2,100.0,34,14142.135623730952,6.0,98,3.3675564681724848
19768115,4.442651256490317,7,2,1,3,4,3,1,0,0,2,1.0,1.0,1.0,1,100.0,32,10000.0,3.0,35,0.0
16114153,4.74493212836325,7,5,1,3,3,1,1,0,1,3,1.0,2.0,1.0,3,67.0,30,7775.17607517669,5.0,131,5.546885694729637
15734994,5.1298987149230735,7,5,1,3,5,1,1,1,1,2,0.0,1.0,1.0,19,88.0,34,33755.31341877898,0.0,89,0.6187542778918549
17882545,4.700480365792417,3,5,1,5,3,1,1,1,1,3,1.0,1.0,1.0,29,87.0,20,40760.31242520106,4.0,132,1.1471594798083504
591565,5.8888779583328805,3,5,1,5,2,1,1,0,1,8,4.0,5.0,3.0,4,90.0,18,16200.0,50.0,104,4.10403832991102
7810784,5.3706380281276624,3,5,1,2,3,2,1,0,1,9,3.0,3.0,2.0,72,98.0,17,81492.64231818722,36.0,204,4.0219028062970565
7810030,4.74493212836325,7,5,1,3,4,2,1,1,0,4,2.0,2.0,1.0,4,90.0,32,16200.0,12.0,102,0.0
6554317,6.214608098422191,7,5,1,5,3,1,1,0,1,7,2.0,2.0,2.0,50,99.0,32,69303.53562409352,18.0,175,6.201232032854209
5115372,4.59511985013459,7,5,1,3,2,1,1,0,0,4,1.0,2.0,1.0,3,80.0,28,11085.125168440814,6.0,177,0.6078028747433265
17189484,4.867534450455582,7,2,1,5,4,3,0,0,1,2,1.0,1.0,1.0,1,100.0,34,10000.0,3.0,95,3.268993839835729
351859,4.553876891600541,7,5,1,1,2,1,1,0,1,10,2.0,4.0,1.0,43,89.0,26,51941.47055099614,28.0,121,3.6440793976728254
15839869,4.48863636973214,7,5,1,3,2,2,1,0,1,3,1.0,2.0,1.0,1,100.0,28,10000.0,5.0,201,0.5831622176591376
9445180,4.23410650459726,3,5,1,3,1,2,0,1,0,6,2.0,3.0,1.0,66,99.0,14,79623.70040383705,18.0,167,0.4736481861738535
18590903,4.700480365792417,7,5,1,3,1,2,1,0,1,2,1.0,1.0,1.0,29,95.0,26,48601.11238438889,3.0,98,1.1690622861054072
19295911,4.74493212836325,7,5,1,2,5,1,1,0,0,1,1.0,1.0,1.0,7,97.0,33,24893.874085806736,2.0,217,0.6625598904859685
822309,3.912023005428147,3,2,1,2,3,3,1,0,1,2,1.0,1.0,1.0,20,100.0,17,44721.3595499958,3.0,189,0.8733744010951403
3431816,5.010635294096256,7,2,1,5,3,1,0,0,1,2,1.0,1.0,1.0,87,97.0,32,87761.30951051267,3.0,125,4.39151266255989
2102344,5.6167710976665735,7,5,1,1,5,1,0,1,1,6,2.0,3.0,2.0,13,95.0,32,32540.1002610625,18.0,194,5.566050650239562
5726867,4.3694478524670215,7,2,1,3,4,1,1,0,1,2,1.0,1.0,1.0,5,92.0,32,18926.079361558222,3.0,107,4.049281314168378
14293886,6.1092475827643655,7,5,1,3,5,1,1,0,0,5,2.0,2.0,2.0,1,100.0,34,10000.0,14.0,192,1.0704996577686516
1974128,5.752572638825632,3,5,1,2,2,1,1,0,1,10,5.0,10.0,3.0,7,88.0,15,20488.69815288419,50.0,123,3.430527036276523
4136207,3.8918202981106265,3,2,1,2,2,1,1,0,1,1,1.0,1.0,1.0,38,98.0,15,59203.032084514045,2.0,128,2.3381245722108144
13564452,5.556828061699537,7,5,1,5,4,-1,1,0,1,2,1.0,1.0,1.0,3,67.0,34,7775.17607517669,3.0,204,7.479808350444901
3766069,5.075173815233828,7,5,1,3,4,2,1,0,1,4,1.0,2.0,1.0,1,100.0,32,10000.0,6.0,108,1.295003422313484
15582871,4.394449154672439,3,2,1,3,3,2,0,0,1,2,1.0,1.0,1.0,36,89.0,18,47526.0,3.0,133,3.1978097193702943
5726060,4.0943445622221,3,5,1,3,2,3,1,1,0,6,3.0,3.0,2.0,7,89.0,16,20956.996134942623,27.0,136,0.4079397672826831
16163018,5.293304824724492,7,5,1,3,4,3,1,1,1,6,3.0,3.0,1.0,1,100.0,32,10000.0,27.0,95,0.922655715263518
15072401,4.382026634673881,7,2,1,3,4,2,1,1,0,2,1.0,1.0,1.0,24,98.0,32,47049.79897937928,3.0,139,0.2874743326488706
1157522,4.8283137373023015,7,2,1,3,5,3,0,0,1,1,1.0,1.0,1.0,1,100.0,34,10000.0,2.0,62,2.299794661190965
6271643,4.276666119016055,3,2,1,2,3,2,1,0,1,2,1.0,1.0,1.5,60,92.0,17,65561.86208459915,3.0,93,4.9253935660506505
6894620,5.991464547107983,7,5,1,5,5,1,1,0,1,4,2.0,2.0,2.0,7,100.0,36,26457.51311064591,12.0,144,6.6036960985626285
12736361,4.934473933130692,3,5,1,5,2,2,1,1,1,6,1.0,4.0,1.0,95,95.0,18,87964.81896190089,10.0,133,0.7748117727583846
4628804,4.795790545596741,7,5,1,3,4,3,0,0,0,2,1.0,1.0,1.0,4,95.0,32,18050.0,3.0,72,1.2758384668035592
3341385,5.220355825078324,3,5,1,5,3,2,1,0,1,2,1.0,1.0,1.0,10,94.0,20,27941.8854052478,3.0,156,5.7440109514031485
10413353,2.995732273553992,7,1,1,4,1,1,0,0,1,1,1.0,1.0,1.0,6,87.0,27,18540.187863125877,2.0,72,6.061601642710472
20870095,3.828641396489095,7,2,1,3,4,1,0,0,1,1,1.0,1.0,1.0,4,93.0,32,17298.0,2.0,0,3.030800821355236
4996958,6.052089168924417,7,5,1,3,5,1,1,1,0,4,1.0,2.0,1.0,4,100.0,34,20000.0,6.0,153,0.216290212183436
19720832,4.219507705176107,4,5,1,2,1,2,1,1,1,3,1.0,2.0,1.0,51,93.0,16,61766.21447846711,5.0,147,0.974674880219028
19303637,4.4998096703302615,4,5,1,2,5,2,1,1,1,2,1.0,1.0,1.0,75,97.0,24,81484.33024207783,3.0,159,4.032854209445585
7986697,6.395261598115449,9,5,1,5,5,2,1,1,1,9,4.0,5.0,2.0,74,92.0,42,72810.08106024879,50.0,163,5.188227241615332
18329172,5.521460917862246,3,5,1,5,3,3,1,0,0,5,3.0,3.0,2.0,1,100.0,20,10000.0,24.0,128,2.543463381245722
9230738,4.248495242049359,7,5,1,3,2,3,1,0,1,2,1.0,1.0,1.0,1,80.0,28,6400.0,3.0,126,2.198494182067077
1865336,4.0943445622221,7,5,1,1,1,3,0,0,0,2,1.0,1.0,1.0,1,100.0,24,10000.0,3.0,78,1.891854893908282
6400081,4.3694478524670215,7,2,1,3,4,2,1,1,1,2,1.0,1.0,1.0,84,98.0,32,88022.11394871178,3.0,149,0.9089664613278576
17545550,4.8283137373023015,7,5,-1,2,4,1,1,0,1,4,2.0,2.0,2.0,7,89.0,31,20956.996134942623,12.0,177,0.9527720739219712
576227,4.442651256490317,7,5,1,3,3,1,0,0,1,2,1.0,1.0,1.0,1,100.0,30,10000.0,3.0,54,2.6584531143052703
1220548,5.700443573390688,6,5,1,5,3,1,1,0,0,14,5.0,9.0,2.0,56,97.0,29,70410.50870431203,50.0,173,0.8514715947980835
2367852,5.68697535633982,7,5,1,5,4,3,0,0,0,2,1.0,1.0,1.0,11,100.0,34,33166.247903553995,3.0,138,1.779603011635866
9878803,4.127134385045092,7,2,1,3,2,1,1,0,1,2,1.0,1.0,1.0,75,98.0,28,83173.07977945749,3.0,215,1.2019164955509924
13623226,5.521460917862246,9,5,1,2,4,1,1,1,1,7,2.0,3.0,2.0,14,93.0,37,32361.59473820782,20.0,258,2.546201232032854
15462217,4.736198448394496,7,2,1,3,4,2,1,1,1,2,1.0,1.0,1.0,15,100.0,32,38729.83346207417,3.0,212,2.3545516769336072
1789045,4.07753744390572,7,5,1,4,4,3,1,0,1,3,1.0,1.0,1.0,5,95.0,33,20180.513496935604,4.0,123,0.0191649555099247
6238514,4.787491742782046,7,5,1,3,2,3,1,0,1,3,1.0,1.0,1.0,13,95.0,28,32540.1002610625,4.0,161,0.0
17032703,4.007333185232471,7,2,1,3,2,2,1,0,1,3,1.0,1.0,1.0,10,90.0,28,25614.449047363876,4.0,138,2.390143737166325
19157481,5.272999558563747,7,5,1,3,5,2,1,0,1,2,0.0,1.0,1.0,4,95.0,34,18050.0,0.0,235,1.5441478439425051
